,7800.0,7900.0,8000.0,8100.0,8200.0,8300.0,8400.0,8500.0,8600.0,8700.0,8800.0,8900.0,9000.0,7200.0,7300.0,7400.0,7500.0,7600.0,7700.0,9100.0,9400.0,9200.0,9300.0,9500.0
2022-06-17,41.32080078125,39.97802734375,38.57421875,37.200927734375,36.163330078125,35.2783203125,34.72900390625,33.87451171875,32.470703125,32.958984375,,,,,,,,,,,,,,
2022-06-24,30.3955078125,29.96826171875,29.266357421875,28.472900390625,27.587890625,26.947021484375,26.397705078125,25.6195068359375,24.932861328125,24.35302734375,23.3154296875,23.681640625,23.92578125,1e-05,1e-05,27.587890625,29.6630859375,30.70068359375,30.914306640625,,,,,
2022-07-01,26.397705078125,26.2603759765625,25.93994140625,25.3448486328125,24.84130859375,24.3377685546875,23.956298828125,23.3154296875,22.857666015625,22.216796875,21.820068359375,20.99609375,20.1416015625,1e-05,1e-05,1e-05,23.4375,25.543212890625,26.2451171875,20.263671875,,,,
2022-07-08,19.8211669921875,20.7366943359375,21.1639404296875,21.209716796875,21.270751953125,21.331787109375,21.087646484375,20.8282470703125,20.5230712890625,20.1568603515625,19.71435546875,19.256591796875,18.85986328125,1e-05,1e-05,1e-05,1e-05,1e-05,17.730712890625,18.6767578125,,,,
2022-07-15,20.3094482421875,20.7366943359375,20.82061767578125,20.7061767578125,20.81298828125,20.9197998046875,20.843505859375,20.6298828125,20.4620361328125,20.1568603515625,20.01953125,19.683837890625,19.1650390625,1e-05,1e-05,1e-05,1e-05,17.120361328125,19.439697265625,,,,,
2022-08-19,21.70562744140625,21.38519287109375,21.0113525390625,20.56884765625,20.526885986328125,20.37811279296875,20.263671875,20.1263427734375,19.8974609375,19.67620849609375,19.500732421875,19.2108154296875,18.9361572265625,20.477294921875,21.4080810546875,21.8658447265625,22.03369140625,22.07183837890625,21.8963623046875,18.768310546875,17.822265625,,,
2022-09-16,22.07183837890625,21.65985107421875,21.1944580078125,20.71380615234375,20.63751220703125,20.5841064453125,20.43914794921875,20.32470703125,20.1873779296875,20.04241943359375,19.90509033203125,19.71435546875,19.5770263671875,23.3001708984375,23.345947265625,23.18572998046875,23.040771484375,22.71270751953125,22.4456787109375,19.3328857421875,,19.0887451171875,18.890380859375,
2022-12-16,20.9503173828125,20.599365234375,20.252227783203125,20.07293701171875,20.050048828125,20.053863525390625,20.0042724609375,19.98138427734375,19.9127197265625,19.840240478515625,19.72198486328125,19.6533203125,19.55413818359375,22.563934326171875,22.39227294921875,22.2015380859375,21.9268798828125,21.62933349609375,21.305084228515625,19.4244384765625,19.0582275390625,19.317626953125,19.195556640625,18.91326904296875
2023-03-17,20.17974853515625,19.817352294921875,19.47021484375,19.53125,19.557952880859375,19.588470458984375,19.59228515625,19.6075439453125,19.561767578125,19.53125,19.52362060546875,19.46258544921875,19.428253173828125,21.881103515625,21.64459228515625,21.404266357421875,21.121978759765625,20.8282470703125,20.53070068359375,19.344329833984375,19.15740966796875,19.29473876953125,19.24896240234375,
2023-06-16,18.11981201171875,17.852783203125,18.04351806640625,18.171310424804688,18.276214599609375,18.390655517578125,18.457412719726562,18.5394287109375,18.57757568359375,18.63861083984375,18.6614990234375,18.680572509765625,18.69964599609375,19.306182861328125,19.161224365234375,19.010543823242188,18.817901611328125,18.61572265625,18.37158203125,18.68438720703125,,18.707275390625,18.69964599609375,
2023-09-15,18.136978149414062,18.285751342773438,18.472671508789062,18.644332885742188,18.77593994140625,18.896102905273438,19.008636474609375,19.1192626953125,19.199371337890625,19.27947998046875,19.3328857421875,19.390106201171875,19.426345825195312,,,,,18.56231689453125,18.381118774414062,19.47021484375,,,,
2023-12-15,18.360137939453125,18.568038940429688,18.764495849609375,18.951416015625,19.08111572265625,19.23370361328125,19.359588623046875,19.46258544921875,19.567489624023438,19.678115844726562,19.744873046875,19.8211669921875,,,18.962860107421875,18.83697509765625,18.682479858398438,18.53179931640625,18.3258056640625,,,,,
2024-03-15,18.442153930664062,18.68438720703125,18.869400024414062,19.05059814453125,19.208908081054688,19.342422485351562,19.479751586914062,19.598007202148438,19.72198486328125,19.830703735351562,19.926071166992188,,,,18.917083740234375,18.756866455078125,18.606185913085938,18.4326171875,18.24188232421875,,,,,
2024-06-21,17.627716064453125,17.89093017578125,18.100738525390625,18.308639526367188,18.495559692382812,18.682479858398438,18.850326538085938,18.98193359375,19.121170043945312,19.268035888671875,19.380569458007812,19.506454467773438,19.601821899414062,,,,,17.047882080078125,17.35687255859375,19.687652587890625,,,,
2024-12-20,17.2271728515625,17.482757568359375,17.732620239257812,17.946243286132812,18.159866333007812,18.339157104492188,18.524169921875,18.697738647460938,18.842697143554688,18.995285034179688,19.14215087890625,19.262313842773438,19.395828247070312,,16.233444213867188,16.111373901367188,16.294479370117188,16.63970947265625,16.948699951171875,19.506454467773438,,,,
2025-06-20,16.962051391601562,17.232894897460938,17.467498779296875,17.70496368408203,17.927169799804688,18.120765686035156,18.320083618164062,18.49365234375,18.659591674804688,18.819808959960938,,,,15.165328979492188,15.247344970703125,15.645980834960938,16.025543212890625,16.370773315429688,,,,,,
2025-12-19,16.759872436523438,17.032623291015625,17.289161682128906,17.51708984375,17.732620239257812,17.938613891601562,18.136024475097656,18.326759338378906,18.510818481445312,18.65863800048828,,,,14.621734619140625,15.058517456054688,15.4571533203125,15.821456909179688,16.157150268554688,16.468048095703125,,,,,
